Country,Year,Avg Temperature (°C),CO2 Emissions (Tons/Capita),Sea Level Rise (mm),Rainfall (mm),Population,Renewable Energy (%),Extreme Weather Events,Forest Area (%),Temp_Deviation,CO2_per_million,Renewable_Ratio,Forest_Category,Latitude,Longitude
Brazil,2001,17.15,11.350000000000001,3.4499999999999997,1492.0,623329603.5,20.6,12.5,44.65,-2.711541666666669,7074.790999725002,0.20600000000000002,Medium,-10.3333333,-53.2
Brazil,2002,14.266666666666667,11.066666666666668,3.0,2127.0,563195666.3333334,36.1,9.0,29.03333333333333,-5.594875,6232.698707422223,0.361,Medium,-10.3333333,-53.2
Brazil,2003,17.45,12.75,3.3,1616.0,533033990.5,34.65,8.0,41.25,-2.4115416666666682,6796.183378875,0.3465,Medium,-10.3333333,-53.2
Brazil,2004,16.4,10.1,3.8,1641.0,681529141.0,6.6,7.0,27.7,-3.461541666666669,6883.444324099999,0.066,Medium,-10.3333333,-53.2
Brazil,2005,34.4,5.0,3.7,2132.0,104922177.0,29.3,3.0,46.9,14.538458333333331,524.610885,0.293,Medium,-10.3333333,-53.2
Brazil,2006,22.233333333333334,11.733333333333333,2.6999999999999997,2343.3333333333335,769149289.0,30.633333333333336,6.333333333333333,41.666666666666664,2.3717916666666667,9024.684990933332,0.30633333333333335,Medium,-10.3333333,-53.2
Brazil,2007,25.3,19.9,2.3,2051.0,196111561.0,39.9,3.0,24.0,5.438458333333333,3902.6200638999994,0.39899999999999997,Low,-10.3333333,-53.2
Brazil,2008,20.6,8.86,3.7600000000000002,1733.4,502293315.6,30.46,5.0,53.720000000000006,0.7384583333333339,4450.318776216,0.3046,High,-10.3333333,-53.2
Brazil,2009,31.5,9.3,3.6,1149.0,172465953.0,23.7,9.0,15.4,11.638458333333332,1603.9333629,0.237,Low,-10.3333333,-53.2
Brazil,2010,16.419999999999998,12.26,3.6,1668.4,774635388.0,21.64,5.2,37.18,-3.4415416666666694,9497.029856879999,0.2164,Medium,-10.3333333,-53.2
Brazil,2011,22.47142857142857,9.585714285714285,3.1571428571428575,1935.857142857143,920252099.7142857,24.385714285714283,8.571428571428571,37.0,2.609886904761904,8821.273698689796,0.24385714285714283,Medium,-10.3333333,-53.2
Brazil,2012,22.5,11.600000000000001,2.1666666666666665,2278.0,570872848.3333334,47.56666666666666,6.0,27.03333333333333,2.6384583333333325,6622.125040666668,0.4756666666666666,Medium,-10.3333333,-53.2
Brazil,2013,23.233333333333334,14.566666666666668,3.133333333333333,2071.0,564851910.6666666,22.766666666666666,9.333333333333334,43.63333333333333,3.3717916666666667,8228.009498711112,0.22766666666666666,Medium,-10.3333333,-53.2
Brazil,2014,24.075,10.325,3.025,1576.75,673227342.5,29.25,5.5,41.275,4.213458333333332,6951.072311312499,0.2925,Medium,-10.3333333,-53.2
Brazil,2015,17.75,14.3,4.0,1394.5,1069665487.5,13.7,6.0,39.65,-2.1115416666666675,15296.21647125,0.13699999999999998,Medium,-10.3333333,-53.2
Brazil,2016,24.660000000000004,9.24,3.1,1264.2,648286561.4,32.66,8.2,38.779999999999994,4.798458333333336,5990.167827335999,0.32659999999999995,Medium,-10.3333333,-53.2
Brazil,2017,13.299999999999999,10.133333333333333,3.2000000000000006,2142.0,741458331.3333334,23.900000000000002,6.0,46.300000000000004,-6.561541666666669,7513.444424177778,0.23900000000000002,Medium,-10.3333333,-53.2
Brazil,2018,16.3,6.88,3.04,2062.6,564449890.6,29.0,5.6,37.1,-3.561541666666667,3883.415247328,0.29,Medium,-10.3333333,-53.2
Brazil,2019,21.0,19.8,1.5,1519.0,341217904.0,34.7,5.0,63.4,1.1384583333333325,6756.1144992,0.34700000000000003,High,-10.3333333,-53.2
Brazil,2020,23.36,9.7,3.02,1373.4,1144944834.4,36.92,3.6,43.480000000000004,3.498458333333332,11105.96489368,0.36920000000000003,Medium,-10.3333333,-53.2
Brazil,2021,27.5,14.6,3.2,2320.0,552258722.0,14.8,9.0,59.3,7.6384583333333325,8062.9773411999995,0.14800000000000002,High,-10.3333333,-53.2
Brazil,2022,18.4,9.5,4.6,1691.0,302427829.0,30.3,12.0,36.2,-1.461541666666669,2873.0643755,0.303,Medium,-10.3333333,-53.2
Brazil,2023,19.35,13.1,2.7,2351.5,399203792.5,29.6,10.5,40.4,-0.5115416666666661,5229.56968175,0.29600000000000004,Medium,-10.3333333,-53.2
Canada,2000,19.3,8.85,2.65,1383.0,414931290.5,22.75,8.5,42.1,-0.5615416666666668,3672.141920925,0.2275,Medium,61.0666922,-107.991707
Canada,2001,21.25,13.8,3.65,1496.0,862518925.5,27.1,1.5,46.75,1.3884583333333325,11902.761171900002,0.271,Medium,61.0666922,-107.991707
Canada,2002,22.6,11.65,2.9,2018.875,669252430.5,25.0875,9.5,34.2625,2.738458333333334,7796.790815325,0.25087499999999996,Medium,61.0666922,-107.991707
Canada,2003,11.6,15.2,1.9,2798.0,625984226.0,31.8,0.0,58.3,-8.261541666666668,9514.960235199998,0.318,High,61.0666922,-107.991707
Canada,2004,19.85,5.675,3.375,1823.5,215015307.5,41.325,7.25,53.175000000000004,-0.011541666666666117,1220.2118700625,0.41325,High,61.0666922,-107.991707
Canada,2005,16.185714285714287,7.785714285714286,3.757142857142857,2152.714285714286,891024638.8571428,25.2,6.857142857142857,44.1,-3.6758273809523807,6937.263259673468,0.252,Medium,61.0666922,-107.991707
Canada,2006,16.633333333333333,8.5,2.533333333333333,1677.6666666666667,879102652.0,33.7,9.333333333333334,42.266666666666666,-3.2282083333333347,7472.372542,0.337,Medium,61.0666922,-107.991707
Canada,2007,29.4,10.1,2.7,1132.0,274322712.0,18.75,9.0,47.3,9.538458333333331,2770.6593912,0.1875,Medium,61.0666922,-107.991707
Canada,2008,14.633333333333333,13.666666666666666,3.5666666666666664,2870.3333333333335,317765794.0,17.2,12.0,34.8,-5.228208333333335,4342.799184666666,0.172,Medium,61.0666922,-107.991707
Canada,2009,24.1,15.3,3.2,557.0,915322799.0,49.4,8.0,43.6,4.238458333333334,14004.4388247,0.494,Medium,61.0666922,-107.991707
Canada,2010,5.5,13.7,4.8,2145.0,72556185.0,44.3,9.0,52.4,-14.361541666666668,994.0197345,0.44299999999999995,High,61.0666922,-107.991707
Canada,2012,17.380000000000003,10.559999999999999,3.1,1739.6,596571825.2,21.2,5.0,43.14,-2.481541666666665,6299.798474112,0.212,Medium,61.0666922,-107.991707
Canada,2013,12.916666666666666,14.700000000000001,2.8166666666666664,1698.8333333333333,794879756.8333334,23.86666666666667,7.0,40.5,-6.9448750000000015,11684.73242545,0.2386666666666667,Medium,61.0666922,-107.991707
Canada,2014,27.6,11.3,2.65,1765.5,995009297.5,42.55,7.5,56.900000000000006,7.738458333333334,11243.60506175,0.4255,High,61.0666922,-107.991707
Canada,2015,25.4,4.5,4.6,2286.0,646048990.0,10.9,11.0,46.7,5.538458333333331,2907.220455,0.109,Medium,61.0666922,-107.991707
Canada,2016,25.05,7.1,2.85,1825.0,492501773.75,34.0,1.75,38.425,5.188458333333333,3496.762593625,0.34,Medium,61.0666922,-107.991707
Canada,2017,15.5,7.199999999999999,3.45,2278.0,1267688411.5,30.35,7.0,60.7,-4.3615416666666675,9127.3565628,0.3035,High,61.0666922,-107.991707
Canada,2018,31.9,7.8,1.75,1089.0,484242306.0,37.05,5.0,38.8,12.038458333333331,3777.0899867999997,0.3705,Medium,61.0666922,-107.991707
Canada,2019,25.65,5.25,4.75,2571.0,1181977638.0,5.65,6.5,52.2,5.788458333333331,6205.3825995,0.0565,High,61.0666922,-107.991707
Canada,2020,33.3,19.4,4.1,2011.0,117312606.0,36.2,12.0,15.7,13.43845833333333,2275.8645563999994,0.36200000000000004,Low,61.0666922,-107.991707
Canada,2021,19.200000000000003,13.65,1.9,1497.0,807954646.0,12.149999999999999,11.5,11.95,-0.6615416666666647,11028.580917899999,0.12149999999999998,Low,61.0666922,-107.991707
Canada,2022,28.7,5.9,2.0,2726.0,599372628.0,15.9,8.0,46.0,8.838458333333332,3536.2985052000004,0.159,Medium,61.0666922,-107.991707
Canada,2023,20.7,7.900000000000001,4.1000000000000005,948.0,987307952.0,17.133333333333333,6.666666666666667,36.699999999999996,0.8384583333333318,7799.732820800001,0.17133333333333334,Medium,61.0666922,-107.991707
China,2000,26.2,6.925000000000001,2.2,1849.0,692054707.5,36.675,5.25,44.525,6.338458333333332,4792.478849437501,0.36674999999999996,Medium,35.000074,104.999927
China,2001,27.4,19.0,3.9,2416.0,171927360.0,42.9,12.0,19.2,7.538458333333331,3266.61984,0.429,Low,35.000074,104.999927
China,2003,22.02,10.16,2.66,2360.6,740185242.6,24.04,7.2,42.3,2.158458333333332,7520.282064816,0.2404,Medium,35.000074,104.999927
China,2004,21.14,10.9,2.58,2057.2,332979499.0,36.96,6.2,31.32,1.278458333333333,3629.4765391,0.3696,Medium,35.000074,104.999927
China,2006,11.5,10.5,2.45,2745.5,978299365.5,20.2,6.5,58.5,-8.361541666666668,10272.14333775,0.20199999999999999,High,35.000074,104.999927
China,2007,11.5,8.633333333333333,3.3333333333333335,1683.0,481125480.6666667,25.866666666666664,9.333333333333334,39.86666666666667,-8.361541666666668,4153.716649755555,0.25866666666666666,Medium,35.000074,104.999927
China,2008,34.8,19.8,2.8,904.0,1119409767.0,20.2,9.0,53.5,14.93845833333333,22164.313386600003,0.20199999999999999,High,35.000074,104.999927
China,2010,18.599999999999998,11.766666666666666,2.533333333333333,2043.6666666666667,450149088.0,28.066666666666666,6.333333333333333,62.666666666666664,-1.2615416666666697,5296.754268799999,0.2806666666666667,High,35.000074,104.999927
China,2011,17.98,12.040000000000001,3.2,1629.4,709910008.0,23.44,5.0,35.839999999999996,-1.8815416666666671,8547.316496320002,0.23440000000000003,Medium,35.000074,104.999927
China,2012,19.966666666666665,15.633333333333333,3.1666666666666665,1543.0,573194554.3333334,44.300000000000004,8.333333333333334,54.1,0.10512499999999747,8960.941532744444,0.44300000000000006,High,35.000074,104.999927
China,2013,14.4,1.5,4.2,1359.0,709386257.0,18.6,13.0,12.9,-5.461541666666667,1064.0793855,0.18600000000000003,Low,35.000074,104.999927
China,2014,7.6,10.2,3.2,577.0,316387268.0,10.1,1.0,12.0,-12.261541666666668,3227.1501336,0.10099999999999999,Low,35.000074,104.999927
China,2015,19.766666666666666,15.033333333333333,2.6666666666666665,1380.3333333333333,717339050.0,18.53333333333333,8.0,55.199999999999996,-0.09487500000000182,10783.997051666665,0.18533333333333332,High,35.000074,104.999927
China,2016,19.825,4.675,2.525,1764.25,826703127.0,35.9,8.25,34.95,-0.03654166666666825,3864.837118725,0.359,Medium,35.000074,104.999927
China,2017,21.475,9.875,3.25,1709.0,382156746.25,34.75,8.0,47.2,1.6134583333333339,3773.79786921875,0.3475,Medium,35.000074,104.999927
China,2018,22.28333333333333,9.466666666666667,2.8166666666666664,1869.5,534934720.5,27.46666666666667,10.333333333333334,48.23333333333333,2.421791666666664,5064.0486874,0.27466666666666667,Medium,35.000074,104.999927
China,2019,20.85,14.649999999999999,2.95,2094.5,372220037.5,21.15,0.5,52.95,0.9884583333333339,5453.023549374999,0.2115,High,35.000074,104.999927
China,2020,19.22,11.66,3.18,2034.4,815944910.8,30.78,5.8,45.4,-0.6415416666666687,9513.917659928,0.3078,Medium,35.000074,104.999927
China,2021,20.8,12.566666666666668,3.1666666666666665,1455.0,316817780.0,34.13333333333333,9.666666666666666,40.53333333333334,0.9384583333333332,3981.343435333334,0.3413333333333333,Medium,35.000074,104.999927
China,2022,23.099999999999998,13.266666666666666,3.266666666666667,2003.0,664439282.0,27.7,9.0,48.5,3.2384583333333303,8814.894474533332,0.27699999999999997,Medium,35.000074,104.999927
China,2023,21.099999999999998,9.333333333333334,3.4333333333333336,1572.0,747871011.3333334,23.73333333333333,8.333333333333334,58.26666666666667,1.2384583333333303,6980.129439111111,0.2373333333333333,High,35.000074,104.999927
France,2000,16.6,14.6,2.8000000000000003,1819.6666666666667,213601955.66666666,32.9,11.333333333333334,49.699999999999996,-3.261541666666666,3118.588552733333,0.32899999999999996,Medium,46.603354,1.8883335
France,2001,27.0,13.3,4.4,2989.0,1018260723.0,38.5,14.0,64.6,7.1384583333333325,13542.867615900002,0.385,High,46.603354,1.8883335
France,2002,23.53333333333333,16.733333333333334,3.6666666666666665,2496.0,822687215.6666666,21.8,3.0,38.6,3.671791666666664,13766.299408822222,0.218,Medium,46.603354,1.8883335
France,2003,18.766666666666666,9.9,3.6666666666666665,1045.3333333333333,674678130.6666666,31.433333333333334,13.666666666666666,37.23333333333333,-1.0948750000000018,6679.3134936,0.31433333333333335,Medium,46.603354,1.8883335
France,2004,20.7,10.7,2.35,1904.5,923109245.5,9.05,7.0,46.2,0.8384583333333318,9877.268926849998,0.09050000000000001,Medium,46.603354,1.8883335
France,2005,29.7,18.6,2.5,1501.0,1030270792.0,21.5,11.0,63.4,9.838458333333332,19163.0367312,0.215,High,46.603354,1.8883335
France,2006,16.400000000000002,15.4,3.1,1857.0,899768321.3333334,37.03333333333333,3.6666666666666665,20.933333333333334,-3.4615416666666654,13856.432148533335,0.3703333333333333,Low,46.603354,1.8883335
France,2007,27.166666666666668,9.9,3.0999999999999996,2243.0,640646322.3333334,28.0,8.0,66.03333333333333,7.305125,6342.3985911,0.28,High,46.603354,1.8883335
France,2008,13.0,14.066666666666668,2.1333333333333333,1491.0,228496119.66666666,34.9,11.666666666666666,58.46666666666667,-6.8615416666666675,3214.178749977778,0.349,High,46.603354,1.8883335
France,2009,8.4,17.9,1.6,839.0,619079995.0,39.3,5.0,57.1,-11.461541666666667,11081.5319105,0.39299999999999996,High,46.603354,1.8883335
France,2010,14.0,2.9,2.1,1085.0,218199220.0,17.1,14.0,65.9,-5.8615416666666675,632.777738,0.171,High,46.603354,1.8883335
France,2011,21.7,5.2,2.6,1181.0,1214544133.0,33.1,14.0,54.4,1.8384583333333318,6315.629491600001,0.331,High,46.603354,1.8883335
France,2012,14.7,7.7,2.5,1412.2,735205326.2,21.28,7.2,33.739999999999995,-5.161541666666668,5661.081011740001,0.21280000000000002,Medium,46.603354,1.8883335
France,2013,14.866666666666665,11.633333333333333,3.9,1661.3333333333333,576593830.0,36.56666666666667,8.333333333333334,28.566666666666663,-4.994875000000002,6707.708222333333,0.3656666666666667,Medium,46.603354,1.8883335
France,2014,23.942857142857143,8.77142857142857,2.8428571428571425,2056.4285714285716,618405148.0,25.642857142857142,9.571428571428571,28.099999999999998,4.0813154761904755,5424.2965838857135,0.25642857142857145,Medium,46.603354,1.8883335
France,2015,21.560000000000002,8.3,3.56,1822.8,913213256.4,26.580000000000002,11.2,31.279999999999994,1.6984583333333347,7579.670028120001,0.26580000000000004,Medium,46.603354,1.8883335
France,2016,32.6,18.1,4.0,1545.0,333230308.0,49.5,10.0,64.8,12.738458333333334,6031.4685748,0.495,High,46.603354,1.8883335
France,2017,21.65,4.0,2.8499999999999996,2432.5,811481286.5,33.2,3.0,43.75,1.788458333333331,3245.925146,0.332,Medium,46.603354,1.8883335
France,2018,22.266666666666666,7.133333333333333,3.8666666666666667,1667.0,1028797717.3333334,18.0,8.666666666666666,42.0,2.405124999999998,7338.75705031111,0.18,Medium,46.603354,1.8883335
France,2019,23.53333333333333,15.033333333333333,3.1333333333333333,2268.3333333333335,582489910.6666666,26.933333333333334,9.0,48.96666666666667,3.671791666666664,8756.764990355554,0.2693333333333333,Medium,46.603354,1.8883335
France,2020,5.1,8.5,4.3,1315.0,943264951.0,50.0,7.0,41.3,-14.761541666666668,8017.7520835,0.5,Medium,46.603354,1.8883335
France,2021,13.5,10.64,3.1799999999999997,2205.4,884897856.0,30.5,8.8,25.1,-6.3615416666666675,9415.31318784,0.305,Medium,46.603354,1.8883335
France,2022,16.15,12.799999999999999,3.75,1647.0,410684275.5,25.05,5.0,38.900000000000006,-3.711541666666669,5256.758726399999,0.2505,Medium,46.603354,1.8883335
France,2023,19.75,11.625,4.300000000000001,755.25,758348216.25,34.8,7.25,29.7,-0.11154166666666754,8815.79801390625,0.348,Medium,46.603354,1.8883335
Germany,2000,9.75,5.949999999999999,1.4500000000000002,2641.0,926116364.5,32.25,5.5,42.4,-10.111541666666668,5510.392368774999,0.3225,Medium,51.1638175,10.4478313
Germany,2001,21.566666666666666,7.216666666666666,4.066666666666666,1907.3333333333333,759926230.3333334,21.366666666666664,8.166666666666666,46.800000000000004,1.705124999999999,5484.134295572222,0.21366666666666664,Medium,51.1638175,10.4478313
Germany,2002,15.8,18.85,1.8,2159.0,883523300.0,27.2,5.0,46.45,-4.061541666666667,16654.414205,0.272,Medium,51.1638175,10.4478313
Germany,2003,30.5,7.7,3.0,2871.0,1038669571.0,19.4,10.0,33.5,10.638458333333332,7997.7556967,0.19399999999999998,Medium,51.1638175,10.4478313
Germany,2004,17.075,13.0,3.975,1660.75,734279667.0,37.0,6.5,60.0,-2.7865416666666682,9545.635671,0.37,High,51.1638175,10.4478313
Germany,2005,27.266666666666666,11.066666666666668,2.966666666666667,1355.3333333333333,1223339775.6666667,18.733333333333334,9.0,50.36666666666667,7.405124999999998,13538.29351737778,0.18733333333333335,High,51.1638175,10.4478313
Germany,2006,25.0,7.9,4.6,1605.0,703458181.0,19.2,1.0,22.6,5.1384583333333325,5557.319629900001,0.192,Low,51.1638175,10.4478313
Germany,2007,20.057142857142857,8.585714285714285,2.8857142857142857,1659.7142857142858,559247753.1428572,26.67142857142857,6.714285714285714,38.271428571428565,0.1956011904761894,4801.5414234122445,0.2667142857142857,Medium,51.1638175,10.4478313
Germany,2008,28.1,3.7,1.4,2223.0,333786819.0,10.7,9.0,66.0,8.238458333333334,1235.0112302999999,0.107,High,51.1638175,10.4478313
Germany,2009,18.633333333333333,8.0,1.9166666666666667,1537.8333333333333,968925346.6666666,30.566666666666666,4.833333333333333,43.86666666666667,-1.2282083333333347,7751.402773333333,0.30566666666666664,Medium,51.1638175,10.4478313
Germany,2010,24.9,11.2,1.4,1841.0,63908951.0,40.7,10.0,21.9,5.038458333333331,715.7802512,0.40700000000000003,Low,51.1638175,10.4478313
Germany,2011,24.1,17.3,2.1,2854.0,398407112.0,41.0,3.0,19.8,4.238458333333334,6892.4430376,0.41,Low,51.1638175,10.4478313
Germany,2012,21.2,10.100000000000001,2.8,1237.0,824033042.0,28.900000000000002,7.5,41.85,1.3384583333333318,8322.733724200001,0.28900000000000003,Medium,51.1638175,10.4478313
Germany,2013,17.9,4.8,4.6,1198.0,226407206.0,19.4,13.0,17.7,-1.961541666666669,1086.7545888,0.19399999999999998,Low,51.1638175,10.4478313
Germany,2014,21.7,17.7,2.9,688.0,598463676.0,48.6,10.0,50.4,1.8384583333333318,10592.807065199999,0.486,High,51.1638175,10.4478313
Germany,2015,18.833333333333332,5.033333333333334,2.766666666666667,1547.0,393454944.0,43.43333333333334,10.666666666666666,42.73333333333333,-1.0282083333333354,1980.3898848000001,0.43433333333333335,Medium,51.1638175,10.4478313
Germany,2016,24.1,5.85,4.05,2265.0,889274114.0,26.7,6.5,47.5,4.238458333333334,5202.2535669,0.267,Medium,51.1638175,10.4478313
Germany,2017,19.35,18.2,3.25,1902.5,852728211.0,33.35,11.5,42.699999999999996,-0.5115416666666661,15519.6534402,0.3335,Medium,51.1638175,10.4478313
Germany,2018,21.75,10.075,2.575,1560.0,963730135.75,19.575,6.25,38.2,1.8884583333333325,9709.58111768125,0.19574999999999998,Medium,51.1638175,10.4478313
Germany,2019,8.3,4.5,4.3,2101.0,567106041.0,41.3,8.0,29.2,-11.561541666666667,2551.9771845,0.413,Medium,51.1638175,10.4478313
Germany,2021,20.049999999999997,11.75,3.45,1406.0,975487671.0,43.3,6.0,49.599999999999994,0.18845833333332962,11461.98013425,0.433,Medium,51.1638175,10.4478313
